swing_id,golfer_id,skill_level,club_type,accel_max,accel_mean,age,age_capability_factor,air_density_factor,career_stage,circadian_factor,club_path_confidence,club_path_consistency,club_speed_at_impact,club_speed_max,club_speed_mean,compensation_count,compensation_severity,course_type_encoded,dominant_hand_encoded,downswing_speed_range,downswing_speed_skewness,downswing_speed_variance,early_cast_flag,early_extension_flag,elevation_m,env_difficulty_index,experience_engrainment,fitness_capability,fitness_level,gender_encoded,green_speed_stimp,height_factor,height_m,hour_of_day,humidity_pct,jerk_max,jerk_mean,jerk_std,kinematic_sequence_confidence,kinematic_sequence_score,lag_angle_impact,lag_angle_mid_downswing,lag_confidence,lag_release_smoothness,links_course_flag,motion_smoothness,normalized_distance_factor,over_top_flag,peak_speed_pct_of_swing,physical_profile_score,power_potential_score,release_efficiency,reverse_pivot_flag,seq_consistency,seq_trend,sequence_efficiency_index,session_fatigue,speed_trend,speed_variance_recent,sway_flag,swing_dominant_frequency,swing_high_freq_noise,swing_spectral_entropy,swing_speed_index,swing_tempo_ratio,swings_in_session,temperature_c,temperature_efficiency,tempo_confidence,tempo_sequence_alignment,time_to_peak_speed,weight_transfer_confidence,weight_transfer_timing_ms,weighted_quality_score,wind_crosswind_component,wind_direction_deg,wind_effect_severity,wind_headwind_component,wind_speed_mph,xfactor_age_adjusted,xfactor_confidence,xfactor_degrees,xfactor_max_ts,xfactor_rate_of_change,xfactor_stretch,xfactor_timing,years_experience,ball_speed_mph,carry_distance_yards,offline_yards,injury_risk_score,clubhead_speed_mph
422,43,amateur,driver,0.0,0.0,40,0.8875,0.9953,2,0.95,0.78,0.7881,5.484157218967921,1000000.0,1000000.0,3,0.6,0,1,1000000.0,0.0,0.0,1,0,39.5,0.1983,1.0,0.7,2,1,9.0,1.0914,1.91,16.3,83.0,0.0,0.0,0.0,0.8,0.4444,14.78,63.02,0.77,1.0,0,0.0,0.8876,0,0.0,0.8897,0.0,4.2639,1,0.9219581074037796,-0.04555000000000008,0.1778,-0.9380000000000024,1.1619999999999957,23.633520000000015,1,1.1111111111111112,0.0,0.0,10000.0,1.6477,10.0,29.8,0.9087,0.8,0.3953,0.0,0.75,-14.62,0.1555,11.7,130.1,0.51,-9.86,15.3,0.0,0.8,16.78,0.5952599999999999,0.0545500000000001,0.0,0.0,29,67.83,114.19,21.06,0.5916,79.24
423,43,amateur,driver,0.0,0.0,40,0.8875,0.9953,2,0.95,0.78,0.6545,5.484157218967921,1000000.0,1000000.0,3,0.6,0,1,1000000.0,0.0,0.0,1,0,39.5,0.1983,1.0,0.7,2,1,9.0,1.0914,1.91,16.3,83.0,0.0,0.0,0.0,0.8,0.4441,13.62,38.63,0.77,1.0,0,0.0,0.8876,1,0.0,0.8897,0.0,2.8363,0,0.9219581074037796,-0.04555000000000008,0.1776,-0.9380000000000024,1.1619999999999957,23.633520000000015,1,1.0714285714285714,0.0,0.0,10000.0,2.4822,10.0,29.8,0.9087,0.8,1.0831,0.0,0.75,-204.45,0.1554,11.7,130.1,0.51,-9.86,15.3,0.0,0.8,27.51,0.6096600000000001,0.0871599999999999,0.0,0.10279,29,68.94,114.96,19.16,0.2927,78.86
424,43,amateur,driver,0.0,0.0,40,0.8875,0.9953,2,0.95,0.78,0.8134,5.484157218967921,1000000.0,1000000.0,1,0.2,0,1,1000000.0,0.0,0.0,0,0,39.5,0.1983,1.0,0.7,2,1,9.0,1.0914,1.91,16.3,83.0,0.0,0.0,0.0,0.8,0.5697,8.5,39.87,0.77,1.0,0,0.0,0.8876,0,0.0,0.8897,0.0,4.6906,0,0.9219581074037796,-0.04555000000000008,0.4558,-0.9380000000000024,1.1619999999999957,23.633520000000015,1,0.8823529411764706,0.0,0.0,10000.0,2.5479,10.0,29.8,0.9087,0.8,1.3852,0.0,0.75,-117.62,0.2564,11.7,130.1,0.51,-9.86,15.3,0.0,0.8,21.94,0.60633,0.10346000000000011,0.0,0.03433,29,63.26,107.93,10.32,0.24,74.48
425,43,amateur,driver,0.0,0.0,40,0.8875,0.9953,2,0.95,0.78,0.7961,1.1929725416385784,1000000.0,1000000.0,2,0.4,0,1,1000000.0,0.0,0.0,0,0,39.5,0.1983,1.0,0.7,2,1,9.0,1.0914,1.91,16.3,83.0,0.0,0.0,0.0,0.8,0.6251,5.41,63.85,0.77,1.0,0,0.0,0.8876,0,0.0,0.8897,0.0,11.8022,1,0.9219581074037796,-0.04555000000000008,0.3751,-0.9380000000000024,1.1619999999999957,23.633520000000015,1,0.9375,0.0,0.0,10000.0,2.2543,10.0,29.8,0.9087,0.8,1.1312,0.0,0.75,-68.05,0.25,11.7,130.1,0.51,-9.86,15.3,0.0,0.8,19.42,0.6044499999999999,0.0806699999999998,0.0,0.03426,29,65.83,113.38,13.86,0.296,77.91
426,43,amateur,driver,0.0,0.0,40,0.8875,0.9953,2,0.95,0.78,0.7302,5.484157218967921,1000000.0,1000000.0,3,0.6,0,1,1000000.0,0.0,0.0,1,1,39.5,0.1983,1.0,0.7,2,1,9.0,1.0914,1.91,16.3,83.0,0.0,0.0,0.0,0.8,0.6319,11.88,40.15,0.77,1.0,0,0.0,0.8876,0,0.0,0.8897,0.0,3.3796,0,0.9219581074037796,-0.04555000000000008,0.2528,-0.9380000000000024,1.1619999999999957,23.633520000000015,1,1.1111111111111112,0.0,0.0,10000.0,1.5893,10.0,29.8,0.9087,0.8,0.5256,0.0,0.75,-89.72,0.2212,11.7,130.1,0.51,-9.86,15.3,0.0,0.8,25.82,0.6253000000000002,0.08847999999999989,0.0,0.06829,29,69.52,115.9,17.76,0.4855,83.66
427,43,amateur,driver,0.0,0.0,40,0.8875,0.9953,2,0.95,0.78,0.7213,5.484157218967921,1000000.0,1000000.0,2,0.4,0,1,1000000.0,0.0,0.0,1,0,39.5,0.1983,1.0,0.7,2,1,9.0,1.0914,1.91,16.3,83.0,0.0,0.0,0.0,0.8,0.5384,11.72,45.71,0.77,1.0,0,0.0,0.8876,0,0.0,0.8897,0.0,3.9002,0,0.9219581074037796,-0.04555000000000008,0.323,-0.9380000000000024,1.1619999999999957,23.633520000000015,1,0.9090909090909091,0.0,0.0,10000.0,1.5453,10.0,29.8,0.9087,0.8,0.4256,0.0,0.75,-33.03,0.2154,11.7,130.1,0.51,-9.86,15.3,0.0,0.8,15.01,0.5892000000000002,0.06467999999999985,0.0,0.0,29,64.48,103.05,11.93,0.283,71.91
428,43,amateur,driver,0.0,0.0,40,0.8875,0.9953,2,0.95,0.78,0.7544,5.484157218967921,1000000.0,1000000.0,3,0.6,0,1,1000000.0,0.0,0.0,1,0,39.5,0.1983,1.0,0.7,2,1,9.0,1.0914,1.91,16.3,83.0,0.0,0.0,0.0,0.8,0.4669,13.27,36.18,0.77,1.0,0,0.0,0.8876,0,0.0,0.8897,0.0,2.7265,1,0.9219581074037796,-0.04555000000000008,0.1868,-0.9380000000000024,1.1619999999999957,23.633520000000015,1,1.0526315789473684,0.0,0.0,10000.0,2.1669,10.0,29.8,0.9087,0.8,0.7589,0.0,0.75,-145.76,0.1634,11.7,130.1,0.51,-9.86,15.3,0.0,0.8,23.55,0.6011200000000001,0.08436999999999983,0.0,0.03444,29,67.28,117.43,19.15,0.4659,84.58
429,43,amateur,driver,0.0,0.0,40,0.8875,0.9953,2,0.95,0.78,0.646,5.484157218967921,1000000.0,1000000.0,2,0.4,0,1,1000000.0,0.0,0.0,1,0,39.5,0.1983,1.0,0.7,2,1,9.0,1.0914,1.91,16.3,83.0,0.0,0.0,0.0,0.8,0.4631,13.7,55.51,0.77,1.0,0,0.0,0.8876,0,0.0,0.8897,0.0,4.0518,1,0.9219581074037796,-0.04555000000000008,0.2779,-0.9380000000000024,1.1619999999999957,23.633520000000015,0,1.1111111111111112,0.0,0.0,10000.0,2.5516,10.0,29.8,0.9087,0.8,1.1237,0.0,0.75,-143.16,0.1852,11.7,130.1,0.51,-9.86,15.3,0.0,0.8,23.87,0.5952999999999999,0.07850000000000001,0.0,0.03415,29,63.62,105.53,16.08,0.306,76.19
430,43,amateur,driver,0.0,0.0,40,0.8875,0.9953,2,0.95,0.78,0.6271,5.484157218967921,1000000.0,1000000.0,3,0.6,0,1,1000000.0,0.0,0.0,1,1,39.5,0.1983,1.0,0.7,2,1,9.0,1.0914,1.91,16.3,83.0,0.0,0.0,0.0,0.8,0.4418,8.08,43.86,0.77,1.0,0,0.0,0.8876,0,0.0,0.8897,0.0,5.4282,1,0.9219581074037796,-0.04555000000000008,0.1767,-0.9380000000000024,1.1619999999999957,23.633520000000015,0,1.0526315789473684,0.0,0.0,10000.0,1.7634,10.0,29.8,0.9087,0.8,0.4486,0.0,0.75,-173.73,0.1546,11.7,130.1,0.51,-9.86,15.3,0.0,0.8,21.1,0.6155899999999999,0.10963999999999996,0.0,0.0345,29,75.76,125.69,18.0,0.5401,89.36
431,44,amateur,driver,0.0,0.0,54,0.7825,0.9909,2,1.0,0.78,0.8156,5.484157218967921,1000000.0,1000000.0,1,0.2,0,1,1000000.0,0.0,0.0,0,0,77.4,0.0444,1.0,1.001,6,1,9.34,1.08,1.89,11.0,60.5,0.0,0.0,0.0,0.8,0.4367,14.12,59.88,0.77,1.0,0,0.0,0.9706,0,0.0,0.966,0.0,4.2408,0,0.9121095966558351,-0.005360000000000072,0.3494,-4.034000000000006,0.9029999999999901,16.407249999999987,1,1.0344827586206897,0.0,0.0,10000.0,2.7356,10.0,24.3,0.9921,0.8,0.9668,0.0,0.75,-36.36,0.1965,-1.79,218.0,0.0967,-2.29,2.9,0.0,0.8,28.48,0.5774300000000001,0.06277000000000021,0.0,0.0,29,60.0,100.0,14.13,0.1813,75.31
432,44,amateur,driver,0.0,0.0,54,0.7825,0.9909,2,1.0,0.78,0.7601,5.484157218967921,1000000.0,1000000.0,1,0.2,0,1,1000000.0,0.0,0.0,1,0,77.4,0.0444,1.0,1.001,6,1,9.34,1.08,1.89,11.0,60.5,0.0,0.0,0.0,0.8,0.4006,9.89,45.81,0.77,1.0,0,0.0,0.9706,0,0.0,0.966,0.0,4.632,0,0.9121095966558351,-0.005360000000000072,0.3205,-4.034000000000006,0.9029999999999901,16.407249999999987,0,0.8823529411764706,0.0,0.0,10000.0,2.7379,10.0,24.3,0.9921,0.8,0.886,0.0,0.75,-146.62,0.1803,-1.79,218.0,0.0967,-2.29,2.9,0.0,0.8,28.69,0.5967300000000002,0.08145000000000002,0.0,0.03397,29,66.04,106.68,12.31,0.0985,82.7
433,44,amateur,driver,0.0,0.0,54,0.7825,0.9909,2,1.0,0.78,0.7407,5.484157218967921,1000000.0,1000000.0,2,0.4,0,1,1000000.0,0.0,0.0,1,0,77.4,0.0444,1.0,1.001,6,1,9.34,1.08,1.89,11.0,60.5,0.0,0.0,0.0,0.8,0.594,13.82,44.57,0.77,1.0,0,0.0,0.9706,0,0.0,0.966,0.0,3.225,1,0.9121095966558351,-0.005360000000000072,0.3564,-4.034000000000006,0.9029999999999901,16.407249999999987,0,0.9677419354838711,0.0,0.0,10000.0,1.6435,10.0,24.3,0.9921,0.8,0.5258,0.0,0.75,-211.95,0.2376,-1.79,218.0,0.0967,-2.29,2.9,0.0,0.8,19.4,0.59866,0.11526000000000014,0.0,0.03396,29,60.0,104.47,12.27,0.2965,70.94
434,44,amateur,driver,0.0,0.0,54,0.7825,0.9909,2,1.0,0.78,0.8006,5.484157218967921,1000000.0,1000000.0,2,0.4,0,1,1000000.0,0.0,0.0,1,0,77.4,0.0444,1.0,1.001,6,1,9.34,1.08,1.89,11.0,60.5,0.0,0.0,0.0,0.8,0.5941,9.97,50.5,0.77,1.0,0,0.0,0.9706,0,0.0,0.966,0.0,5.0652,1,0.9121095966558351,-0.005360000000000072,0.3565,-4.034000000000006,0.9029999999999901,16.407249999999987,0,1.0344827586206897,0.0,0.0,10000.0,1.7578,10.0,24.3,0.9921,0.8,0.5994,0.0,0.75,-176.79,0.2376,-1.79,218.0,0.0967,-2.29,2.9,0.0,0.8,23.43,0.5993200000000001,0.07710000000000017,0.0,0.06803,29,71.82,119.48,13.11,0.3802,86.7
435,44,amateur,driver,0.0,0.0,54,0.7825,0.9909,2,1.0,0.78,0.7375,5.484157218967921,1000000.0,1000000.0,1,0.2,0,1,1000000.0,0.0,0.0,1,0,77.4,0.0444,1.0,1.001,6,1,9.34,1.08,1.89,11.0,60.5,0.0,0.0,0.0,0.8,0.4017,11.62,38.25,0.77,1.0,0,0.0,0.9706,0,0.0,0.966,0.0,3.2917,0,0.9121095966558351,-0.005360000000000072,0.3214,-4.034000000000006,0.9029999999999901,16.407249999999987,0,1.0169491525423728,0.0,0.0,10000.0,2.8702,10.0,24.3,0.9921,0.8,0.8415,0.0,0.75,-209.6,0.1808,-1.79,218.0,0.0967,-2.29,2.9,0.0,0.8,16.66,0.59005,0.06108000000000002,0.0,0.10309,29,63.02,103.2,12.7,0.1017,71.04
436,44,amateur,driver,0.0,0.0,54,0.7825,0.9909,2,1.0,0.78,0.7091,5.484157218967921,1000000.0,1000000.0,2,0.4,0,1,1000000.0,0.0,0.0,1,0,77.4,0.0444,1.0,1.001,6,1,9.34,1.08,1.89,11.0,60.5,0.0,0.0,0.0,0.8,0.4407,13.53,42.62,0.77,1.0,0,0.0,0.9706,0,0.0,0.966,0.0,3.15,0,0.9121095966558351,-0.005360000000000072,0.2644,-4.034000000000006,0.9029999999999901,16.407249999999987,1,0.9677419354838711,0.0,0.0,10000.0,1.8498,10.0,24.3,0.9921,0.8,0.494,0.0,0.75,-193.1,0.1763,-1.79,218.0,0.0967,-2.29,2.9,0.0,0.8,27.72,0.58399,0.09726000000000012,0.0,0.0,29,66.9,111.15,15.96,0.3529,80.31
437,44,amateur,driver,0.0,0.0,54,0.7825,0.9909,2,1.0,0.78,0.8068,0.5208887379327951,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,77.4,0.0444,1.0,1.001,6,1,9.34,1.08,1.89,11.0,60.5,0.0,0.0,0.0,0.8,0.6416,10.31,50.05,0.77,1.0,0,0.0,0.9706,0,0.0,0.966,0.0,4.8545,0,0.9121095966558351,-0.005360000000000072,0.6416,-4.034000000000006,0.9029999999999901,16.407249999999987,0,0.9375,0.0,0.0,10000.0,1.7892,10.0,24.3,0.9921,0.8,0.671,0.0,0.75,22.78,0.3208,-1.79,218.0,0.0967,-2.29,2.9,0.0,0.8,29.2,0.61267,0.10121000000000002,0.0,0.0,29,63.24,106.91,6.55,0.0,73.78
438,44,amateur,driver,0.0,0.0,54,0.7825,0.9909,2,1.0,0.78,0.7278,5.484157218967921,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,77.4,0.0444,1.0,1.001,6,1,9.34,1.08,1.89,11.0,60.5,0.0,0.0,0.0,0.8,0.4186,6.62,57.7,0.77,1.0,0,0.0,0.9706,0,0.0,0.966,0.0,8.716,0,0.9121095966558351,-0.005360000000000072,0.4186,-4.034000000000006,0.9029999999999901,16.407249999999987,0,0.9375,0.0,0.0,10000.0,2.4657,10.0,24.3,0.9921,0.8,0.9979,0.0,0.75,-166.82,0.2093,-1.79,218.0,0.0967,-2.29,2.9,0.0,0.8,21.22,0.58938,0.08872999999999998,0.0,0.03401,29,74.27,123.85,9.6,0.0,87.5
439,44,amateur,driver,0.0,0.0,54,0.7825,0.9909,2,1.0,0.78,0.6664,5.484157218967921,1000000.0,1000000.0,1,0.2,0,1,1000000.0,0.0,0.0,0,0,77.4,0.0444,1.0,1.001,6,1,9.34,1.08,1.89,11.0,60.5,0.0,0.0,0.0,0.8,0.4704,7.37,45.3,0.77,1.0,0,0.0,0.9706,0,0.0,0.966,0.0,6.1465,0,0.9121095966558351,-0.005360000000000072,0.3763,-4.034000000000006,0.9029999999999901,16.407249999999987,1,1.090909090909091,0.0,0.0,10000.0,2.1456,10.0,24.3,0.9921,0.8,0.7452,0.0,0.75,49.75,0.2117,-1.79,218.0,0.0967,-2.29,2.9,0.0,0.8,21.21,0.5792299999999999,0.04661000000000004,0.0,0.03397,29,67.21,111.53,12.17,0.1715,78.71
440,44,amateur,driver,0.0,0.0,54,0.7825,0.9909,2,1.0,0.78,0.6607,5.484157218967921,1000000.0,1000000.0,1,0.2,0,1,1000000.0,0.0,0.0,1,0,77.4,0.0444,1.0,1.001,6,1,9.34,1.08,1.89,11.0,60.5,0.0,0.0,0.0,0.8,0.4995,6.13,58.6,0.77,1.0,0,0.0,0.9706,0,0.0,0.966,0.0,9.5595,0,0.9121095966558351,-0.005360000000000072,0.3996,-4.034000000000006,0.9029999999999901,16.407249999999987,0,0.9523809523809523,0.0,0.0,10000.0,2.6387,10.0,24.3,0.9921,0.8,1.1575,0.0,0.75,-164.42,0.2248,-1.79,218.0,0.0967,-2.29,2.9,0.0,0.8,23.55,0.60486,0.06156000000000006,0.0,0.03427,29,69.43,119.1,14.67,0.1358,83.94
441,45,amateur,driver,0.0,0.0,38,0.9025,1.0,0,1.0,0.78,0.739,5.484157218967921,1000000.0,1000000.0,2,0.4,0,1,1000000.0,0.0,0.0,1,0,0.4,0.2377,0.2,0.7,2,1,8.6,1.0629,1.86,12.9,46.6,0.0,0.0,0.0,0.8,0.4343,12.91,43.68,0.77,1.0,0,0.0,0.6754,0,0.0,0.7663,0.0,3.3834,1,0.909135375420354,-0.029440000000000036,0.2606,-2.971999999999994,-0.1580000000000113,24.789279999999994,0,0.8695652173913044,0.0,0.0,10000.0,2.4959,10.0,17.6,0.971,0.8,1.0795,0.0,0.75,-202.73,0.1737,-17.15,224.9,0.81,-17.21,24.3,0.0,0.8,26.72,0.5822100000000001,0.05933999999999995,0.0,0.0,4,67.44,113.47,18.14,0.3881,82.11
442,45,amateur,driver,0.0,0.0,38,0.9025,1.0,0,1.0,0.78,0.7555,5.484157218967921,1000000.0,1000000.0,1,0.2,0,1,1000000.0,0.0,0.0,0,0,0.4,0.2377,0.2,0.7,2,1,8.6,1.0629,1.86,12.9,46.6,0.0,0.0,0.0,0.8,0.5954,7.16,51.24,0.77,1.0,0,0.0,0.6754,1,0.0,0.7663,0.0,7.1564,0,0.909135375420354,-0.029440000000000036,0.4763,-2.971999999999994,-0.1580000000000113,24.789279999999994,0,1.0169491525423728,0.0,0.0,10000.0,2.3187,10.0,17.6,0.971,0.8,1.1687,0.0,0.75,-103.99,0.2679,-17.15,224.9,0.81,-17.21,24.3,0.0,0.8,18.32,0.59951,0.0741400000000001,0.0,0.06811,4,60.0,104.32,10.17,0.0,72.94
443,45,amateur,driver,0.0,0.0,38,0.9025,1.0,0,1.0,0.78,0.7495,5.484157218967921,1000000.0,1000000.0,2,0.4,0,1,1000000.0,0.0,0.0,1,0,0.4,0.2377,0.2,0.7,2,1,8.6,1.0629,1.86,12.9,46.6,0.0,0.0,0.0,0.8,0.6097,11.63,38.87,0.77,1.0,0,0.0,0.6754,0,0.0,0.7663,0.0,3.3422,0,0.909135375420354,-0.029440000000000036,0.3658,-2.971999999999994,-0.1580000000000113,24.789279999999994,1,1.0344827586206897,0.0,0.0,10000.0,3.0201,10.0,17.6,0.971,0.8,1.2113,0.0,0.75,45.7,0.2439,-17.15,224.9,0.81,-17.21,24.3,0.0,0.8,25.79,0.58731,0.0817000000000001,0.0,0.03427,4,65.89,110.79,14.38,0.3095,84.62
444,45,amateur,driver,0.0,0.0,38,0.9025,1.0,0,1.0,0.78,0.6986,5.484157218967921,1000000.0,1000000.0,4,0.8,0,1,1000000.0,0.0,0.0,1,0,0.4,0.2377,0.2,0.7,2,1,8.6,1.0629,1.86,12.9,46.6,0.0,0.0,0.0,0.8,0.4097,10.84,40.91,0.77,1.0,0,0.0,0.6754,1,0.0,0.7663,0.0,3.774,1,0.909135375420354,-0.029440000000000036,0.0819,-2.971999999999994,-0.1580000000000113,24.789279999999994,1,0.9523809523809523,0.0,0.0,10000.0,1.6965,10.0,17.6,0.971,0.8,0.3854,0.0,0.75,-127.43,0.1229,-17.15,224.9,0.81,-17.21,24.3,0.0,0.8,15.53,0.58481,0.06405999999999978,0.0,0.10217,4,62.2,100.75,23.89,0.551,79.45
445,45,amateur,driver,0.0,0.0,38,0.9025,1.0,0,1.0,0.78,0.809,5.484157218967921,1000000.0,1000000.0,1,0.2,0,1,1000000.0,0.0,0.0,1,0,0.4,0.2377,0.2,0.7,2,1,8.6,1.0629,1.86,12.9,46.6,0.0,0.0,0.0,0.8,0.4771,12.83,37.17,0.77,1.0,0,0.0,0.6754,0,0.0,0.7663,0.0,2.8971,0,0.909135375420354,-0.029440000000000036,0.3817,-2.971999999999994,-0.1580000000000113,24.789279999999994,0,0.9375,0.0,0.0,10000.0,1.6905,10.0,17.6,0.971,0.8,0.4457,0.0,0.75,-48.59,0.2147,-17.15,224.9,0.81,-17.21,24.3,0.0,0.8,28.21,0.5803099999999999,0.05302999999999991,0.0,0.06834,4,62.98,106.48,11.08,0.0922,77.35
446,45,amateur,driver,0.0,0.0,38,0.9025,1.0,0,1.0,0.78,0.8129,5.484157218967921,1000000.0,1000000.0,2,0.4,0,1,1000000.0,0.0,0.0,1,0,0.4,0.2377,0.2,0.7,2,1,8.6,1.0629,1.86,12.9,46.6,0.0,0.0,0.0,0.8,0.5947,7.98,36.83,0.77,1.0,0,0.0,0.6754,0,0.0,0.7663,0.0,4.6153,0,0.909135375420354,-0.029440000000000036,0.3568,-2.971999999999994,-0.1580000000000113,24.789279999999994,1,1.0344827586206897,0.0,0.0,10000.0,2.364,10.0,17.6,0.971,0.8,1.2376,0.0,0.75,-185.57,0.2379,-17.15,224.9,0.81,-17.21,24.3,0.0,0.8,25.48,0.5929599999999999,0.0652600000000001,0.0,0.03407,4,62.22,106.67,13.43,0.3354,73.61
447,45,amateur,driver,0.0,0.0,38,0.9025,1.0,0,1.0,0.78,0.7599,5.484157218967921,1000000.0,1000000.0,1,0.2,0,1,1000000.0,0.0,0.0,1,0,0.4,0.2377,0.2,0.7,2,1,8.6,1.0629,1.86,12.9,46.6,0.0,0.0,0.0,0.8,0.6451,9.15,50.53,0.77,1.0,0,0.0,0.6754,0,0.0,0.7663,0.0,5.5224,0,0.909135375420354,-0.029440000000000036,0.5161,-2.971999999999994,-0.1580000000000113,24.789279999999994,0,0.9375,0.0,0.0,10000.0,2.5076,10.0,17.6,0.971,0.8,1.6055,0.0,0.75,-231.3,0.2903,-17.15,224.9,0.81,-17.21,24.3,0.0,0.8,25.8,0.5839400000000001,0.06750999999999996,0.0,0.0,4,70.12,109.94,10.35,0.0831,88.8
448,45,amateur,driver,0.0,0.0,38,0.9025,1.0,0,1.0,0.78,0.6852,5.484157218967921,1000000.0,1000000.0,2,0.4,0,1,1000000.0,0.0,0.0,1,1,0.4,0.2377,0.2,0.7,2,1,8.6,1.0629,1.86,12.9,46.6,0.0,0.0,0.0,0.8,0.4381,12.92,38.09,0.77,1.0,0,0.0,0.6754,0,0.0,0.7663,0.0,2.9481,0,0.909135375420354,-0.029440000000000036,0.2629,-2.971999999999994,-0.1580000000000113,24.789279999999994,0,0.9375,0.0,0.0,10000.0,2.272,10.0,17.6,0.971,0.8,0.8106,0.0,0.75,-83.27,0.1752,-17.15,224.9,0.81,-17.21,24.3,0.0,0.8,24.3,0.5815400000000002,0.08218000000000014,0.0,0.0,4,68.63,110.71,15.31,0.2741,82.1
449,45,amateur,driver,0.0,0.0,38,0.9025,1.0,0,1.0,0.78,0.7552,5.484157218967921,1000000.0,1000000.0,3,0.6,0,1,1000000.0,0.0,0.0,1,0,0.4,0.2377,0.2,0.7,2,1,8.6,1.0629,1.86,12.9,46.6,0.0,0.0,0.0,0.8,0.6031,7.35,49.94,0.77,1.0,0,0.0,0.6754,0,0.0,0.7663,0.0,6.7946,1,0.909135375420354,-0.029440000000000036,0.2412,-2.971999999999994,-0.1580000000000113,24.789279999999994,1,0.9523809523809523,0.0,0.0,10000.0,2.5079,10.0,17.6,0.971,0.8,1.5007,0.0,0.75,-48.94,0.2111,-17.15,224.9,0.81,-17.21,24.3,0.0,0.8,29.53,0.58138,0.06130000000000013,0.0,0.0,4,71.82,119.09,17.81,0.5129,84.16
450,45,amateur,driver,0.0,0.0,38,0.9025,1.0,0,1.0,0.78,0.6901,5.484157218967921,1000000.0,1000000.0,2,0.4,0,1,1000000.0,0.0,0.0,1,0,0.4,0.2377,0.2,0.7,2,1,8.6,1.0629,1.86,12.9,46.6,0.0,0.0,0.0,0.8,0.4685,14.96,49.32,0.77,1.0,0,0.0,0.6754,0,0.0,0.7663,0.0,3.2968,0,0.909135375420354,-0.029440000000000036,0.2811,-2.971999999999994,-0.1580000000000113,24.789279999999994,1,0.9375,0.0,0.0,10000.0,1.6705,10.0,17.6,0.971,0.8,0.4278,0.0,0.75,30.15,0.1874,-17.15,224.9,0.81,-17.21,24.3,0.0,0.8,18.92,0.5887499999999999,0.10420000000000007,0.0,0.06795,4,60.58,100.0,15.05,0.2692,73.1
451,46,amateur_edge,driver,0.0,0.0,54,0.7825,0.8904,2,1.0,0.395,0.578,5.484157218967921,1000000.0,1000000.0,5,1.0,0,0,1000000.0,0.0,0.0,1,1,968.5,0.1823,0.8,1.001,6,1,9.22,1.04,1.82,13.4,41.7,0.0,0.0,0.0,0.3526,0.4443,9.11,34.22,0.4799,1.0,0,0.0,1.4514,1,0.0,0.926,0.0,3.7563,1,0.9449385797495198,0.002749999999999938,0.0,0.25600000000001444,0.5629999999999993,19.455369999999974,1,0.7058823529411764,0.0,0.0,10000.0,1.5136,10.0,18.3,0.9795,0.5126,0.3385,0.0,0.4824,72.14,0.1111,8.37,32.2,0.5233,13.29,15.7,0.0,0.4253,16.78,0.5487449999999999,0.04200999999999988,0.0,0.034170000000000006,16,62.39,102.72,22.84,0.677,77.54
452,47,amateur_edge,driver,0.0,0.0,40,0.8875,0.9867,1,1.0,0.5455,0.5682,5.484157218967921,1000000.0,1000000.0,5,1.0,2,1,1000000.0,0.0,0.0,1,1,112.7,0.1065,0.7,1.02,7,1,10.14,1.0229,1.79,10.8,55.0,0.0,0.0,0.0,0.3681,0.5251,7.6,20.96,0.4018,1.0,0,0.0,0.9684,1,0.0,0.9396,0.0,2.7579,1,0.9449385797495198,0.002749999999999938,0.0,0.25600000000001444,0.5629999999999993,19.455369999999974,1,0.7058823529411764,0.0,0.0,10000.0,2.231,10.0,25.6,0.9806,0.4097,0.9232,0.0,0.2655,-190.52,0.1313,8.43,110.5,0.3,-3.15,9.0,0.0,0.4232,13.47,0.5487449999999999,0.04200999999999988,0.0,0.034170000000000006,14,60.0,101.83,23.45,0.7731,73.53
453,48,elite_edge,driver,0.0,0.0,42,0.8725,0.9865,1,1.0,0.4645,0.4508,5.484157218967921,1000000.0,1000000.0,5,1.0,2,1,1000000.0,0.0,0.0,1,1,114.9,0.079,0.7,1.001,6,0,8.56,0.9086,1.59,13.7,32.6,0.0,0.0,0.0,0.3698,0.5322,9.49,37.71,0.3052,1.0,0,0.0,0.9769,1,0.0,0.9006,0.0,3.9737,1,0.9449385797495198,0.002749999999999938,0.0,0.25600000000001444,0.5629999999999993,19.455369999999974,1,0.7058823529411764,0.0,0.0,10000.0,5.1547,10.0,18.3,0.9795,0.5827,0.7506,0.0,0.4889,-87.86,0.1331,4.85,120.0,0.1867,-2.8,5.6,0.0,0.455,15.7,0.5487449999999999,0.04200999999999988,0.0,0.034170000000000006,14,90.73,152.52,24.61,0.7028,112.42
