swing_id,golfer_id,skill_level,club_type,age_capability_factor,career_stage,circadian_factor,club_path_confidence,club_path_consistency,club_speed_at_impact,compensation_severity,course_type_encoded,dominant_hand_encoded,early_cast_flag,early_extension_flag,elevation_m,env_difficulty_index,experience_engrainment,fitness_capability,fitness_level,gender_encoded,green_speed_stimp,height_m,hour_of_day,humidity_pct,kinematic_sequence_confidence,kinematic_sequence_score,lag_angle_impact,lag_angle_mid_downswing,lag_confidence,links_course_flag,normalized_distance_factor,over_top_flag,physical_profile_score,release_efficiency,reverse_pivot_flag,seq_consistency,seq_trend,session_fatigue,speed_trend,speed_variance_recent,sway_flag,swing_dominant_frequency,swing_tempo_ratio,temperature_c,temperature_efficiency,tempo_confidence,tempo_sequence_alignment,time_to_peak_speed,weight_transfer_confidence,weight_transfer_timing_ms,weighted_quality_score,wind_crosswind_component,wind_direction_deg,wind_headwind_component,wind_speed_mph,xfactor_confidence,xfactor_degrees,xfactor_max_ts,xfactor_rate_of_change,xfactor_timing,years_experience,ball_speed_mph,carry_distance_yards,offline_yards,injury_risk_score,clubhead_speed_mph
394,40,amateur,driver,0.955,2,1.0,0.78,0.7724,5.484157218967921,0.8,0,1,1,1,0.3,0.1495,0.85,1.001,6,1,10.43,1.88,12.5,64.2,0.8,0.524,10.95,62.06,0.77,0,1.3106,0,0.9852,5.6676,1,0.9235906288469796,0.00714,-1.6819999999999735,0.2119999999999892,24.364649999999973,1,0.9677419354838712,1.7065,13.0,0.8785,0.8,0.4986,0.0,0.75,-88.21,0.1572,5.4,35.5,7.57,9.3,0.8,25.46,0.59091,0.0948900000000001,0.0,17,60.0,101.66,20.52,0.7829,72.18
395,40,amateur,driver,0.955,2,1.0,0.78,0.8111,0.9507497057877234,0.6,0,1,1,0,0.3,0.1495,0.85,1.001,6,1,10.43,1.88,12.5,64.2,0.8,0.5613,6.79,57.88,0.77,0,1.3106,0,0.9852,8.5243,1,0.9235906288469796,0.00714,-1.6819999999999735,0.2119999999999892,24.364649999999973,1,1.0344827586206895,2.4468,13.0,0.8785,0.8,1.304,0.0,0.75,-132.98,0.1965,5.4,35.5,7.57,9.3,0.8,17.78,0.6044799999999999,0.0698699999999998,0.0,17,70.61,116.15,17.17,0.6614,81.33
396,40,amateur,driver,0.955,2,1.0,0.78,0.6188,5.484157218967921,0.0,0,1,0,0,0.3,0.1495,0.85,1.001,6,1,10.43,1.88,12.5,64.2,0.8,0.5411,14.08,46.18,0.77,0,1.3106,0,0.9852,3.2798,0,0.9235906288469796,0.00714,-1.6819999999999735,0.2119999999999892,24.364649999999973,0,1.0,2.3433,13.0,0.8785,0.8,1.0962,0.0,0.75,-35.35,0.2706,5.4,35.5,7.57,9.3,0.8,15.06,0.6113599999999999,0.0856599999999998,0.10189,17,72.52,125.62,9.59,0.0,87.03
397,40,amateur,driver,0.955,2,1.0,0.78,0.6027,5.484157218967921,0.4,0,1,1,0,0.3,0.1495,0.85,1.001,6,1,10.43,1.88,12.5,64.2,0.8,0.5025,7.51,36.74,0.77,0,1.3106,0,0.9852,4.8921,1,0.9235906288469796,0.00714,-1.6819999999999735,0.2119999999999892,24.364649999999973,0,1.0,2.189,13.0,0.8785,0.8,0.839,0.0,0.75,-184.07,0.201,5.4,35.5,7.57,9.3,0.8,29.45,0.5925499999999999,0.0861899999999997,0.06822,17,60.99,100.0,14.06,0.3227,72.92
398,40,amateur,driver,0.955,2,1.0,0.78,0.7776,1.5916596435270551,0.8,0,1,1,0,0.3,0.1495,0.85,1.001,6,1,10.43,1.88,12.5,64.2,0.8,0.5045,11.53,52.55,0.77,0,1.3106,1,0.9852,4.5577,1,0.9235906288469796,0.00714,-1.6819999999999735,0.2119999999999892,24.364649999999973,1,1.0344827586206895,2.9528,13.0,0.8785,0.8,1.0254,0.0,0.75,-54.13,0.1513,5.4,35.5,7.57,9.3,0.8,25.49,0.5800800000000002,0.0711300000000001,0.03416,17,65.94,110.17,22.64,0.4802,77.37
399,40,amateur,driver,0.955,2,1.0,0.78,0.6198,5.484157218967921,0.6,0,1,1,1,0.3,0.1495,0.85,1.001,6,1,10.43,1.88,12.5,64.2,0.8,0.4109,5.55,42.54,0.77,0,1.3106,0,0.9852,7.6649,1,0.9235906288469796,0.00714,-1.6819999999999735,0.2119999999999892,24.364649999999973,0,1.0169491525423728,2.2159,13.0,0.8785,0.8,0.7091,0.0,0.75,-97.06,0.1438,5.4,35.5,7.57,9.3,0.8,22.14,0.60162,0.0785900000000001,0.06867,17,72.85,122.68,17.36,0.4223,87.34
400,40,amateur,driver,0.955,2,1.0,0.78,0.6234,5.484157218967921,0.4,0,1,1,0,0.3,0.1495,0.85,1.001,6,1,10.43,1.88,12.5,64.2,0.8,0.6226,12.85,60.77,0.77,0,1.3106,1,0.9852,4.7292,0,0.9235906288469796,0.00714,-1.6819999999999735,0.2119999999999892,24.364649999999973,0,0.9836065573770492,2.345,13.0,0.8785,0.8,1.2641,0.0,0.75,-32.18,0.249,5.4,35.5,7.57,9.3,0.8,25.0,0.58413,0.06416,0.03427,17,67.65,114.83,12.79,0.1284,85.63
401,41,amateur,driver,0.82,2,0.95,0.78,0.7687,5.484157218967921,0.6,2,1,0,1,72.0,0.2543,1.0,1.02,7,1,8.9,1.71,16.1,57.5,0.8,0.5938,7.67,37.73,0.77,0,1.1898,0,0.9563,4.9192,1,0.9207638150842684,0.0205899999999999,2.4299999999999926,-0.7660000000000012,20.02448,1,0.9836065573770492,1.8108,17.3,0.9669,0.8,0.6365,0.0,0.75,-91.15,0.2078,-23.89,286.4,7.03,24.9,0.8,19.7,0.55165,0.0788299999999999,0.10321,29,66.06,106.17,20.57,0.6496,75.1
402,41,amateur,driver,0.82,2,0.95,0.78,0.7105,5.484157218967921,0.2,2,1,0,0,72.0,0.2543,1.0,1.02,7,1,8.9,1.71,16.1,57.5,0.8,0.6426,5.26,35.96,0.77,0,1.1898,0,0.9563,6.8365,1,0.9207638150842684,0.0205899999999999,2.4299999999999926,-0.7660000000000012,20.02448,0,0.9836065573770492,1.6621,17.3,0.9669,0.8,0.5811,0.0,0.75,31.46,0.2892,-23.89,286.4,7.03,24.9,0.8,25.45,0.5526500000000001,0.0787199999999999,0.0,29,60.39,104.3,9.58,0.2772,74.54
403,41,amateur,driver,0.82,2,0.95,0.78,0.8174,5.484157218967921,0.4,2,1,1,0,72.0,0.2543,1.0,1.02,7,1,8.9,1.71,16.1,57.5,0.8,0.5294,5.49,64.34,0.77,0,1.1898,1,0.9563,11.7195,0,0.9207638150842684,0.0205899999999999,2.4299999999999926,-0.7660000000000012,20.02448,0,1.0,2.2386,17.3,0.9669,0.8,0.9395,0.0,0.75,-21.44,0.2118,-23.89,286.4,7.03,24.9,0.8,28.57,0.5471099999999999,0.07539,0.06821,29,75.58,124.19,12.69,0.0762,85.69
404,41,amateur,driver,0.82,2,0.95,0.78,0.7733,5.484157218967921,0.4,2,1,1,1,72.0,0.2543,1.0,1.02,7,1,8.9,1.71,16.1,57.5,0.8,0.4014,14.29,53.57,0.77,0,1.1898,0,0.9563,3.7488,0,0.9207638150842684,0.0205899999999999,2.4299999999999926,-0.7660000000000012,20.02448,0,1.0,2.1055,17.3,0.9669,0.8,0.6061,0.0,0.75,-122.88,0.1606,-23.89,286.4,7.03,24.9,0.8,25.48,0.5296700000000001,0.0750299999999999,0.06815,29,69.66,113.58,16.17,0.2673,83.84
405,41,amateur,driver,0.82,2,0.95,0.78,0.6884,1.2898947388741209,0.2,2,1,1,0,72.0,0.2543,1.0,1.02,7,1,8.9,1.71,16.1,57.5,0.8,0.63,7.48,35.47,0.77,0,1.1898,0,0.9563,4.742,0,0.9207638150842684,0.0205899999999999,2.4299999999999926,-0.7660000000000012,20.02448,0,1.0169491525423728,1.6475,17.3,0.9669,0.8,0.5603,0.0,0.75,-90.24,0.2835,-23.89,286.4,7.03,24.9,0.8,27.4,0.53885,0.0646099999999999,0.06881,29,71.49,128.36,13.6,0.0757,84.08
406,41,amateur,driver,0.82,2,0.95,0.78,0.7571,5.484157218967921,0.4,2,1,0,0,72.0,0.2543,1.0,1.02,7,1,8.9,1.71,16.1,57.5,0.8,0.4392,13.54,54.57,0.77,0,1.1898,1,0.9563,4.0303,0,0.9207638150842684,0.0205899999999999,2.4299999999999926,-0.7660000000000012,20.02448,1,0.9836065573770492,1.9115,17.3,0.9669,0.8,0.5285,0.0,0.75,-198.93,0.1757,-23.89,286.4,7.03,24.9,0.8,29.43,0.5441299999999999,0.07199,0.0,29,72.2,118.24,14.38,0.231,86.97
407,41,amateur,driver,0.82,2,0.95,0.78,0.819,5.484157218967921,0.4,2,1,1,1,72.0,0.2543,1.0,1.02,7,1,8.9,1.71,16.1,57.5,0.8,0.5446,11.93,62.65,0.77,0,1.1898,0,0.9563,5.2515,0,0.9207638150842684,0.0205899999999999,2.4299999999999926,-0.7660000000000012,20.02448,0,0.9677419354838712,1.8146,17.3,0.9669,0.8,0.5863,0.0,0.75,-225.1,0.2178,-23.89,286.4,7.03,24.9,0.8,27.93,0.5358700000000001,0.07403,0.06852,29,60.34,100.0,11.76,0.2598,70.57
408,41,amateur,driver,0.82,2,0.95,0.78,0.8052,5.484157218967921,0.8,2,1,1,1,72.0,0.2543,1.0,1.02,7,1,8.9,1.71,16.1,57.5,0.8,0.4839,9.49,40.57,0.77,0,1.1898,0,0.9563,4.275,1,0.9207638150842684,0.0205899999999999,2.4299999999999926,-0.7660000000000012,20.02448,1,1.0344827586206895,2.5633,17.3,0.9669,0.8,1.1665,0.0,0.75,-226.37,0.1452,-23.89,286.4,7.03,24.9,0.8,23.19,0.54874,0.0720599999999999,0.0,29,65.66,111.85,21.31,0.8582,81.59
409,41,amateur,driver,0.82,2,0.95,0.78,0.6152,5.484157218967921,0.2,2,1,0,0,72.0,0.2543,1.0,1.02,7,1,8.9,1.71,16.1,57.5,0.8,0.4131,8.18,39.2,0.77,0,1.1898,1,0.9563,4.7922,0,0.9207638150842684,0.0205899999999999,2.4299999999999926,-0.7660000000000012,20.02448,0,1.0169491525423728,1.7898,17.3,0.9669,0.8,0.4323,0.0,0.75,-248.65,0.1859,-23.89,286.4,7.03,24.9,0.8,15.26,0.5453899999999999,0.0627299999999999,0.0,29,68.58,115.85,12.72,0.0,82.98
410,41,amateur,driver,0.82,2,0.95,0.78,0.7725,5.484157218967921,0.2,2,1,1,0,72.0,0.2543,1.0,1.02,7,1,8.9,1.71,16.1,57.5,0.8,0.6079,8.3,53.24,0.77,0,1.1898,0,0.9563,6.4145,0,0.9207638150842684,0.0205899999999999,2.4299999999999926,-0.7660000000000012,20.02448,0,1.090909090909091,2.186,17.3,0.9669,0.8,1.0113,0.0,0.75,-199.9,0.2736,-23.89,286.4,7.03,24.9,0.8,22.57,0.55001,0.0857499999999999,0.03449,29,64.25,107.63,10.74,0.1044,77.43
411,42,amateur,driver,0.715,1,0.95,0.78,0.6749,5.484157218967921,0.2,0,1,0,0,255.9,0.167,0.55,1.02,7,1,9.34,1.85,9.6,54.5,0.8,0.5373,8.55,54.13,0.77,0,1.3176,0,0.8825,6.331,1,0.90915071821968,-0.0301400000000001,4.793999999999983,-3.0150000000000063,41.78134999999997,0,0.9677419354838712,2.2873,15.1,0.9286,0.8,1.0134,0.0,0.75,-195.8,0.2418,7.22,37.7,9.34,11.8,0.8,15.79,0.5732700000000002,0.0667200000000001,0.10204,11,69.46,118.11,10.28,0.1672,81.41
412,42,amateur,driver,0.715,1,0.95,0.78,0.7297,5.484157218967921,0.6,0,1,1,1,255.9,0.167,0.55,1.02,7,1,9.34,1.85,9.6,54.5,0.8,0.4398,10.93,47.17,0.77,0,1.3176,0,0.8825,4.3156,0,0.90915071821968,-0.0301400000000001,4.793999999999983,-3.0150000000000063,41.78134999999997,1,1.090909090909091,2.0029,15.1,0.9286,0.8,0.5884,0.0,0.75,40.45,0.1539,7.22,37.7,9.34,11.8,0.8,28.24,0.5919000000000001,0.07634,0.06819,11,66.32,109.8,20.53,0.5945,78.15
413,42,amateur,driver,0.715,1,0.95,0.78,0.7833,5.484157218967921,1.0,0,1,1,1,255.9,0.167,0.55,1.02,7,1,9.34,1.85,9.6,54.5,0.8,0.4416,13.57,39.46,0.77,0,1.3176,1,0.8825,2.9079,1,0.90915071821968,-0.0301400000000001,4.793999999999983,-3.0150000000000063,41.78134999999997,1,0.9836065573770492,2.1182,15.1,0.9286,0.8,0.6769,0.0,0.75,-74.75,0.1104,7.22,37.7,9.34,11.8,0.8,18.31,0.59276,0.0585199999999999,0.0,11,63.32,103.49,26.52,0.7375,78.76
414,42,amateur,driver,0.715,1,0.95,0.78,0.6711,5.484157218967921,0.2,0,1,0,0,255.9,0.167,0.55,1.02,7,1,9.34,1.85,9.6,54.5,0.8,0.6272,11.51,35.54,0.77,0,1.3176,1,0.8825,3.0877,0,0.90915071821968,-0.0301400000000001,4.793999999999983,-3.0150000000000063,41.78134999999997,0,1.0169491525423728,2.4088,15.1,0.9286,0.8,1.3845,0.0,0.75,-166.41,0.2822,7.22,37.7,9.34,11.8,0.8,26.29,0.59011,0.0606499999999999,0.10176,11,73.34,124.08,10.42,0.0,86.78
415,42,amateur,driver,0.715,1,0.95,0.78,0.7696,5.484157218967921,0.6,0,1,1,0,255.9,0.167,0.55,1.02,7,1,9.34,1.85,9.6,54.5,0.8,0.4518,5.22,43.64,0.77,0,1.3176,1,0.8825,8.3602,1,0.90915071821968,-0.0301400000000001,4.793999999999983,-3.0150000000000063,41.78134999999997,0,0.9230769230769232,2.062,15.1,0.9286,0.8,0.6479,0.0,0.75,-45.4,0.1581,7.22,37.7,9.34,11.8,0.8,21.72,0.5733600000000001,0.0814700000000001,0.0,11,74.38,129.96,18.57,0.3343,87.44
416,42,amateur,driver,0.715,1,0.95,0.78,0.8074,5.484157218967921,0.4,0,1,1,0,255.9,0.167,0.55,1.02,7,1,9.34,1.85,9.6,54.5,0.8,0.5813,12.18,53.89,0.77,0,1.3176,1,0.8825,4.4245,0,0.90915071821968,-0.0301400000000001,4.793999999999983,-3.0150000000000063,41.78134999999997,0,1.090909090909091,1.7349,15.1,0.9286,0.8,0.5714,0.0,0.75,-213.13,0.2325,7.22,37.7,9.34,11.8,0.8,26.54,0.5928100000000001,0.0791099999999997,0.03438,11,67.83,112.53,15.98,0.1219,77.73
417,42,amateur,driver,0.715,1,0.95,0.78,0.622,5.484157218967921,0.6,0,1,1,1,255.9,0.167,0.55,1.02,7,1,9.34,1.85,9.6,54.5,0.8,0.6429,9.29,44.38,0.77,0,1.3176,0,0.8825,4.7772,0,0.90915071821968,-0.0301400000000001,4.793999999999983,-3.0150000000000063,41.78134999999997,1,0.9523809523809524,2.1011,15.1,0.9286,0.8,0.9656,0.0,0.75,-85.69,0.225,7.22,37.7,9.34,11.8,0.8,26.31,0.5850599999999999,0.0651300000000001,0.0,11,74.49,122.32,16.39,0.5864,89.15
418,42,amateur,driver,0.715,1,0.95,0.78,0.8146,5.484157218967921,0.4,0,1,1,1,255.9,0.167,0.55,1.02,7,1,9.34,1.85,9.6,54.5,0.8,0.4303,6.34,42.04,0.77,0,1.3176,0,0.8825,6.6309,0,0.90915071821968,-0.0301400000000001,4.793999999999983,-3.0150000000000063,41.78134999999997,0,1.090909090909091,2.1587,15.1,0.9286,0.8,0.6925,0.0,0.75,46.07,0.1721,7.22,37.7,9.34,11.8,0.8,23.52,0.61833,0.0800399999999998,0.10195,11,60.53,102.48,16.98,0.2435,71.64
419,42,amateur,driver,0.715,1,0.95,0.78,0.807,5.484157218967921,0.4,0,1,0,1,255.9,0.167,0.55,1.02,7,1,9.34,1.85,9.6,54.5,0.8,0.5861,10.75,42.64,0.77,0,1.3176,1,0.8825,3.9665,0,0.90915071821968,-0.0301400000000001,4.793999999999983,-3.0150000000000063,41.78134999999997,0,0.8823529411764706,2.4714,15.1,0.9286,0.8,1.4082,0.0,0.75,29.17,0.2344,7.22,37.7,9.34,11.8,0.8,28.62,0.58703,0.08574,0.03405,11,60.0,102.35,13.11,0.1581,70.07
420,42,amateur,driver,0.715,1,0.95,0.78,0.8096,5.484157218967921,0.2,0,1,1,0,255.9,0.167,0.55,1.02,7,1,9.34,1.85,9.6,54.5,0.8,0.459,10.22,61.78,0.77,0,1.3176,0,0.8825,6.045,0,0.90915071821968,-0.0301400000000001,4.793999999999983,-3.0150000000000063,41.78134999999997,0,0.9677419354838712,2.1016,15.1,0.9286,0.8,0.6898,0.0,0.75,-150.92,0.2066,7.22,37.7,9.34,11.8,0.8,26.7,0.5840099999999999,0.1135599999999998,0.06808,11,60.0,100.0,14.72,0.0812,70.41
421,43,amateur,driver,0.8875,2,0.95,0.78,0.6685,5.484157218967921,0.4,0,1,1,1,39.5,0.1983,1.0,0.7,2,1,9.0,1.91,16.3,83.0,0.8,0.5384,5.96,53.28,0.77,0,0.8876,0,0.8897,8.9396,0,0.9219581074037796,-0.04555,-0.9380000000000024,1.1619999999999957,23.63352000000001,0,1.0526315789473684,2.2288,29.8,0.9087,0.8,0.944,0.0,0.75,-248.01,0.2154,11.7,130.1,-9.86,15.3,0.8,17.73,0.6027499999999999,0.0654500000000002,0.0,29,70.11,114.86,16.05,0.2535,83.49
422,43,amateur,driver,0.8875,2,0.95,0.78,0.7881,5.484157218967921,0.6,0,1,1,0,39.5,0.1983,1.0,0.7,2,1,9.0,1.91,16.3,83.0,0.8,0.4444,14.78,63.02,0.77,0,0.8876,0,0.8897,4.2639,1,0.9219581074037796,-0.04555,-0.9380000000000024,1.1619999999999957,23.63352000000001,1,1.1111111111111112,1.6477,29.8,0.9087,0.8,0.3953,0.0,0.75,-14.62,0.1555,11.7,130.1,-9.86,15.3,0.8,16.78,0.5952599999999999,0.0545500000000001,0.0,29,67.83,114.19,21.06,0.5916,79.24
423,43,amateur,driver,0.8875,2,0.95,0.78,0.6545,5.484157218967921,0.6,0,1,1,0,39.5,0.1983,1.0,0.7,2,1,9.0,1.91,16.3,83.0,0.8,0.4441,13.62,38.63,0.77,0,0.8876,1,0.8897,2.8363,0,0.9219581074037796,-0.04555,-0.9380000000000024,1.1619999999999957,23.63352000000001,1,1.0714285714285714,2.4822,29.8,0.9087,0.8,1.0831,0.0,0.75,-204.45,0.1554,11.7,130.1,-9.86,15.3,0.8,27.51,0.6096600000000001,0.0871599999999999,0.10279,29,68.94,114.96,19.16,0.2927,78.86
424,43,amateur,driver,0.8875,2,0.95,0.78,0.8134,5.484157218967921,0.2,0,1,0,0,39.5,0.1983,1.0,0.7,2,1,9.0,1.91,16.3,83.0,0.8,0.5697,8.5,39.87,0.77,0,0.8876,0,0.8897,4.6906,0,0.9219581074037796,-0.04555,-0.9380000000000024,1.1619999999999957,23.63352000000001,1,0.8823529411764706,2.5479,29.8,0.9087,0.8,1.3852,0.0,0.75,-117.62,0.2564,11.7,130.1,-9.86,15.3,0.8,21.94,0.60633,0.1034600000000001,0.03433,29,63.26,107.93,10.32,0.24,74.48
425,43,amateur,driver,0.8875,2,0.95,0.78,0.7961,1.1929725416385784,0.4,0,1,0,0,39.5,0.1983,1.0,0.7,2,1,9.0,1.91,16.3,83.0,0.8,0.6251,5.41,63.85,0.77,0,0.8876,0,0.8897,11.8022,1,0.9219581074037796,-0.04555,-0.9380000000000024,1.1619999999999957,23.63352000000001,1,0.9375,2.2543,29.8,0.9087,0.8,1.1312,0.0,0.75,-68.05,0.25,11.7,130.1,-9.86,15.3,0.8,19.42,0.6044499999999999,0.0806699999999998,0.03426,29,65.83,113.38,13.86,0.296,77.91
426,43,amateur,driver,0.8875,2,0.95,0.78,0.7302,5.484157218967921,0.6,0,1,1,1,39.5,0.1983,1.0,0.7,2,1,9.0,1.91,16.3,83.0,0.8,0.6319,11.88,40.15,0.77,0,0.8876,0,0.8897,3.3796,0,0.9219581074037796,-0.04555,-0.9380000000000024,1.1619999999999957,23.63352000000001,1,1.1111111111111112,1.5893,29.8,0.9087,0.8,0.5256,0.0,0.75,-89.72,0.2212,11.7,130.1,-9.86,15.3,0.8,25.82,0.6253000000000002,0.0884799999999998,0.06829,29,69.52,115.9,17.76,0.4855,83.66
427,43,amateur,driver,0.8875,2,0.95,0.78,0.7213,5.484157218967921,0.4,0,1,1,0,39.5,0.1983,1.0,0.7,2,1,9.0,1.91,16.3,83.0,0.8,0.5384,11.72,45.71,0.77,0,0.8876,0,0.8897,3.9002,0,0.9219581074037796,-0.04555,-0.9380000000000024,1.1619999999999957,23.63352000000001,1,0.9090909090909092,1.5453,29.8,0.9087,0.8,0.4256,0.0,0.75,-33.03,0.2154,11.7,130.1,-9.86,15.3,0.8,15.01,0.5892000000000002,0.0646799999999998,0.0,29,64.48,103.05,11.93,0.283,71.91
428,43,amateur,driver,0.8875,2,0.95,0.78,0.7544,5.484157218967921,0.6,0,1,1,0,39.5,0.1983,1.0,0.7,2,1,9.0,1.91,16.3,83.0,0.8,0.4669,13.27,36.18,0.77,0,0.8876,0,0.8897,2.7265,1,0.9219581074037796,-0.04555,-0.9380000000000024,1.1619999999999957,23.63352000000001,1,1.0526315789473684,2.1669,29.8,0.9087,0.8,0.7589,0.0,0.75,-145.76,0.1634,11.7,130.1,-9.86,15.3,0.8,23.55,0.6011200000000001,0.0843699999999998,0.03444,29,67.28,117.43,19.15,0.4659,84.58
429,43,amateur,driver,0.8875,2,0.95,0.78,0.646,5.484157218967921,0.4,0,1,1,0,39.5,0.1983,1.0,0.7,2,1,9.0,1.91,16.3,83.0,0.8,0.4631,13.7,55.51,0.77,0,0.8876,0,0.8897,4.0518,1,0.9219581074037796,-0.04555,-0.9380000000000024,1.1619999999999957,23.63352000000001,0,1.1111111111111112,2.5516,29.8,0.9087,0.8,1.1237,0.0,0.75,-143.16,0.1852,11.7,130.1,-9.86,15.3,0.8,23.87,0.5952999999999999,0.0785,0.03415,29,63.62,105.53,16.08,0.306,76.19
430,43,amateur,driver,0.8875,2,0.95,0.78,0.6271,5.484157218967921,0.6,0,1,1,1,39.5,0.1983,1.0,0.7,2,1,9.0,1.91,16.3,83.0,0.8,0.4418,8.08,43.86,0.77,0,0.8876,0,0.8897,5.4282,1,0.9219581074037796,-0.04555,-0.9380000000000024,1.1619999999999957,23.63352000000001,0,1.0526315789473684,1.7634,29.8,0.9087,0.8,0.4486,0.0,0.75,-173.73,0.1546,11.7,130.1,-9.86,15.3,0.8,21.1,0.6155899999999999,0.1096399999999999,0.0345,29,75.76,125.69,18.0,0.5401,89.36
431,44,amateur,driver,0.7825,2,1.0,0.78,0.8156,5.484157218967921,0.2,0,1,0,0,77.4,0.0444,1.0,1.001,6,1,9.34,1.89,11.0,60.5,0.8,0.4367,14.12,59.88,0.77,0,0.9706,0,0.966,4.2408,0,0.9121095966558352,-0.00536,-4.034000000000006,0.90299999999999,16.407249999999987,1,1.0344827586206895,2.7356,24.3,0.9921,0.8,0.9668,0.0,0.75,-36.36,0.1965,-1.79,218.0,-2.29,2.9,0.8,28.48,0.5774300000000001,0.0627700000000002,0.0,29,60.0,100.0,14.13,0.1813,75.31
432,44,amateur,driver,0.7825,2,1.0,0.78,0.7601,5.484157218967921,0.2,0,1,1,0,77.4,0.0444,1.0,1.001,6,1,9.34,1.89,11.0,60.5,0.8,0.4006,9.89,45.81,0.77,0,0.9706,0,0.966,4.632,0,0.9121095966558352,-0.00536,-4.034000000000006,0.90299999999999,16.407249999999987,0,0.8823529411764706,2.7379,24.3,0.9921,0.8,0.886,0.0,0.75,-146.62,0.1803,-1.79,218.0,-2.29,2.9,0.8,28.69,0.5967300000000002,0.08145,0.03397,29,66.04,106.68,12.31,0.0985,82.7
433,44,amateur,driver,0.7825,2,1.0,0.78,0.7407,5.484157218967921,0.4,0,1,1,0,77.4,0.0444,1.0,1.001,6,1,9.34,1.89,11.0,60.5,0.8,0.594,13.82,44.57,0.77,0,0.9706,0,0.966,3.225,1,0.9121095966558352,-0.00536,-4.034000000000006,0.90299999999999,16.407249999999987,0,0.9677419354838712,1.6435,24.3,0.9921,0.8,0.5258,0.0,0.75,-211.95,0.2376,-1.79,218.0,-2.29,2.9,0.8,19.4,0.59866,0.1152600000000001,0.03396,29,60.0,104.47,12.27,0.2965,70.94
434,44,amateur,driver,0.7825,2,1.0,0.78,0.8006,5.484157218967921,0.4,0,1,1,0,77.4,0.0444,1.0,1.001,6,1,9.34,1.89,11.0,60.5,0.8,0.5941,9.97,50.5,0.77,0,0.9706,0,0.966,5.0652,1,0.9121095966558352,-0.00536,-4.034000000000006,0.90299999999999,16.407249999999987,0,1.0344827586206895,1.7578,24.3,0.9921,0.8,0.5994,0.0,0.75,-176.79,0.2376,-1.79,218.0,-2.29,2.9,0.8,23.43,0.5993200000000001,0.0771000000000001,0.06803,29,71.82,119.48,13.11,0.3802,86.7
435,44,amateur,driver,0.7825,2,1.0,0.78,0.7375,5.484157218967921,0.2,0,1,1,0,77.4,0.0444,1.0,1.001,6,1,9.34,1.89,11.0,60.5,0.8,0.4017,11.62,38.25,0.77,0,0.9706,0,0.966,3.2917,0,0.9121095966558352,-0.00536,-4.034000000000006,0.90299999999999,16.407249999999987,0,1.0169491525423728,2.8702,24.3,0.9921,0.8,0.8415,0.0,0.75,-209.6,0.1808,-1.79,218.0,-2.29,2.9,0.8,16.66,0.59005,0.06108,0.10309,29,63.02,103.2,12.7,0.1017,71.04
436,44,amateur,driver,0.7825,2,1.0,0.78,0.7091,5.484157218967921,0.4,0,1,1,0,77.4,0.0444,1.0,1.001,6,1,9.34,1.89,11.0,60.5,0.8,0.4407,13.53,42.62,0.77,0,0.9706,0,0.966,3.15,0,0.9121095966558352,-0.00536,-4.034000000000006,0.90299999999999,16.407249999999987,1,0.9677419354838712,1.8498,24.3,0.9921,0.8,0.494,0.0,0.75,-193.1,0.1763,-1.79,218.0,-2.29,2.9,0.8,27.72,0.58399,0.0972600000000001,0.0,29,66.9,111.15,15.96,0.3529,80.31
437,44,amateur,driver,0.7825,2,1.0,0.78,0.8068,0.5208887379327951,0.0,0,1,0,0,77.4,0.0444,1.0,1.001,6,1,9.34,1.89,11.0,60.5,0.8,0.6416,10.31,50.05,0.77,0,0.9706,0,0.966,4.8545,0,0.9121095966558352,-0.00536,-4.034000000000006,0.90299999999999,16.407249999999987,0,0.9375,1.7892,24.3,0.9921,0.8,0.671,0.0,0.75,22.78,0.3208,-1.79,218.0,-2.29,2.9,0.8,29.2,0.61267,0.10121,0.0,29,63.24,106.91,6.55,0.0,73.78
438,44,amateur,driver,0.7825,2,1.0,0.78,0.7278,5.484157218967921,0.0,0,1,0,0,77.4,0.0444,1.0,1.001,6,1,9.34,1.89,11.0,60.5,0.8,0.4186,6.62,57.7,0.77,0,0.9706,0,0.966,8.716,0,0.9121095966558352,-0.00536,-4.034000000000006,0.90299999999999,16.407249999999987,0,0.9375,2.4657,24.3,0.9921,0.8,0.9979,0.0,0.75,-166.82,0.2093,-1.79,218.0,-2.29,2.9,0.8,21.22,0.58938,0.0887299999999999,0.03401,29,74.27,123.85,9.6,0.0,87.5
439,44,amateur,driver,0.7825,2,1.0,0.78,0.6664,5.484157218967921,0.2,0,1,0,0,77.4,0.0444,1.0,1.001,6,1,9.34,1.89,11.0,60.5,0.8,0.4704,7.37,45.3,0.77,0,0.9706,0,0.966,6.1465,0,0.9121095966558352,-0.00536,-4.034000000000006,0.90299999999999,16.407249999999987,1,1.090909090909091,2.1456,24.3,0.9921,0.8,0.7452,0.0,0.75,49.75,0.2117,-1.79,218.0,-2.29,2.9,0.8,21.21,0.5792299999999999,0.04661,0.03397,29,67.21,111.53,12.17,0.1715,78.71
